Sektör,reklam suresi SN,reklam maliyeti TL,ORTALAMA REYTING (TOPLAM İZLENME ORANI) %,ORTALAMA SHARE (İZLENME PAYI) % :,ORTALAMA AB grubu İzlenme %,prime time yayın oranı %,Diğer yayın zamanı oranı,Haftasonu REYTING (TOPLAM İZLENME ORANI) %,Satışa Etkisi
GIDA,43.2,1154.07,0.85,0.66,0.51,0.03,0.97,0.56,GÜÇLÜ
MOBİLYA,69.9,46623.18,0.67,0.80,0.35,0.15,0.85,0.45,GÜÇLÜ
BEYAZ EŞYA,30.8,30364.78,0.13,0.58,0.39,0.12,0.88,0.53,GÜÇLÜ
MOBİLYA,99.6,59576.69,0.64,0.85,0.24,0.17,0.83,0.42,GÜÇLÜ
OTOMOTİVE,70.5,13124.77,0.96,0.64,0.28,0.21,0.79,0.48,GÜÇLÜ
GIDA,71,63395.63,0.78,0.78,0.25,0.06,0.94,0.52,GÜÇLÜ
DİĞER,92.3,58063.21,0.79,0.59,0.28,0.10,0.90,0.58,GÜÇLÜ
MOBİLYA,67,7457.55,0.82,0.64,0.30,0.21,0.79,0.67,GÜÇLÜ
DİĞER,63.8,62085.05,0.95,0.69,0.53,0.16,0.84,0.58,GÜÇLÜ
BEYAZ EŞYA,58.2,38837.32,0.66,0.50,0.36,0.27,0.73,0.60,GÜÇLÜ
OTOMOTİVE,95.2,33651.03,0.88,0.54,0.46,0.09,0.91,0.65,GÜÇLÜ
OTOMOTİVE,15.5,56932.7,0.94,0.55,0.09,0.07,0.93,0.63,GÜÇLÜ
MOBİLYA,71.3,47099.23,0.85,0.62,0.35,0.14,0.86,0.53,GÜÇLÜ
OTOMOTİVE,98.1,35685.4,0.04,0.62,0.61,0.14,0.86,0.57,GÜÇLÜ
DİĞER,80.8,26380.27,0.87,0.87,0.25,0.07,0.93,0.50,GÜÇLÜ
GİYİM,18.6,14060.16,0.66,0.67,0.59,0.21,0.79,0.67,GÜÇLÜ
OTOMOTİVE,93.1,20144.3,0.52,0.66,0.41,0.07,0.93,0.62,GÜÇLÜ
DİĞER,15.9,24108.32,0.43,0.57,0.22,0.10,0.90,0.49,GÜÇLÜ
GIDA,75.2,61478.53,0.78,0.75,0.29,0.08,0.92,0.42,GÜÇLÜ
OTOMOTİVE,26.5,38357.72,0.67,0.83,0.31,0.23,0.77,0.77,GÜÇLÜ
BEYAZ EŞYA,12.2,33357.92,0.69,0.82,0.37,0.13,0.87,0.52,GÜÇLÜ
OTOMOTİVE,29.9,2760.65,0.28,0.50,0.44,0.18,0.82,0.60,GÜÇLÜ
GIDA,42.6,71888.46,0.39,0.62,0.30,0.20,0.80,0.55,GÜÇLÜ
DİĞER,34.4,63632.93,0.60,0.64,0.33,0.29,0.71,0.51,GÜÇLÜ
DİĞER,50.5,41586.32,0.27,0.74,0.31,0.08,0.92,0.64,GÜÇLÜ
GİYİM,71.1,3125.47,0.44,0.50,0.29,0.15,0.85,0.55,GÜÇLÜ
BEYAZ EŞYA,87.5,24029.27,0.18,0.67,0.27,0.14,0.86,0.64,GÜÇLÜ
DİĞER,82.9,8609.29,0.39,0.73,0.13,0.26,0.74,0.59,GÜÇLÜ
GİYİM,50.1,42182.06,0.97,0.55,0.31,0.22,0.78,0.67,GÜÇLÜ
DİĞER,29.7,29456.92,0.58,0.62,0.30,0.12,0.88,0.56,GÜÇLÜ
BEYAZ EŞYA,55.8,28480.4,0.75,0.80,0.18,0.11,0.89,0.60,GÜÇLÜ
GİYİM,72.9,15299.26,0.68,0.78,0.26,0.23,0.77,0.59,GÜÇLÜ
DİĞER,75.4,43976.66,0.80,0.66,0.28,0.32,0.68,0.69,GÜÇLÜ
OTOMOTİVE,98.6,413.64,0.98,0.62,0.31,0.25,0.75,0.62,GÜÇLÜ
DİĞER,18.6,34278.38,0.27,0.62,0.43,0.07,0.93,0.46,GÜÇLÜ
OTOMOTİVE,65.9,68088.44,0.78,0.76,0.37,0.07,0.93,0.56,GÜÇLÜ
MOBİLYA,4.1,71440.46,0.67,0.55,0.15,0.23,0.77,0.57,GÜÇLÜ
GİYİM,3.2,62941.94,0.26,0.47,0.26,0.13,0.87,0.38,GÜÇLÜ
GIDA,30.2,11679.24,0.42,0.58,0.52,0.07,0.93,0.54,GÜÇLÜ
MOBİLYA,16.8,9129.76,0.37,0.35,0.38,0.05,0.95,0.68,GÜÇLÜ
MOBİLYA,85.1,32810.03,0.52,0.70,0.54,0.01,0.99,0.63,GÜÇLÜ
DİĞER,33.9,25640.71,0.11,0.63,0.38,0.26,0.74,0.63,GÜÇLÜ
DİĞER,84,62270.49,0.06,0.64,0.29,0.20,0.80,0.60,GÜÇLÜ
DİĞER,7.8,16864.21,0.65,0.60,0.47,0.32,0.68,0.57,GÜÇLÜ
MOBİLYA,75.6,41381.21,0.02,0.53,0.22,0.27,0.73,0.52,GÜÇLÜ
OTOMOTİVE,88.8,56806.8,0.64,0.48,0.31,0.14,0.86,0.42,GÜÇLÜ
BEYAZ EŞYA,60.4,14644.81,0.57,0.82,0.38,0.22,0.78,0.29,GÜÇLÜ
GİYİM,48.5,37697.58,0.35,0.68,0.28,0.15,0.85,0.53,GÜÇLÜ
DİĞER,20.7,68842.71,0.34,0.66,0.41,0.22,0.78,0.53,GÜÇLÜ
GIDA,37.7,37585.12,0.52,0.59,0.34,0.29,0.71,0.52,GÜÇLÜ
GIDA,56.7,65901.58,0.35,0.59,0.44,0.10,0.90,0.69,GÜÇLÜ
DİĞER,53.4,8340.9,0.82,0.73,0.16,0.16,0.84,0.60,GÜÇLÜ
OTOMOTİVE,79.5,26067.32,0.77,0.68,0.24,0.15,0.85,0.66,GÜÇLÜ
MOBİLYA,68,34138.02,0.30,0.63,0.29,0.15,0.85,0.56,GÜÇLÜ
GİYİM,82.4,58831.22,0.08,0.71,0.22,0.01,0.99,0.54,GÜÇLÜ
BEYAZ EŞYA,33,71879.82,0.02,0.55,0.18,0.16,0.84,0.64,GÜÇLÜ
GİYİM,98.6,10308.46,0.80,0.72,0.44,0.17,0.83,0.47,GÜÇLÜ
GİYİM,21.3,43345.97,0.69,0.89,0.31,0.09,0.91,0.55,GÜÇLÜ
GIDA,11.3,18293.5,0.20,0.75,0.25,0.11,0.89,0.51,GÜÇLÜ
DİĞER,8.6,8756.19,0.78,0.50,0.30,0.27,0.73,0.50,GÜÇLÜ
GİYİM,72,32305.75,0.84,0.78,0.31,0.20,0.80,0.74,GÜÇLÜ
DİĞER,13.8,37942.42,0.39,0.44,0.39,0.16,0.84,0.77,GÜÇLÜ
MOBİLYA,14.9,55114.36,0.40,0.60,0.21,0.06,0.94,0.49,GÜÇLÜ
MOBİLYA,64.8,3609.9,0.87,0.60,0.32,0.07,0.93,0.65,GÜÇLÜ
MOBİLYA,64.7,18453.04,0.96,0.84,0.45,0.11,0.89,0.60,GÜÇLÜ
DİĞER,70.6,53806.77,0.26,0.54,0.34,0.19,0.81,0.72,GÜÇLÜ
MOBİLYA,14.9,38644.17,0.79,0.68,0.31,0.23,0.77,0.48,GÜÇLÜ
MOBİLYA,23.1,65365.97,0.64,0.59,0.38,0.09,0.91,0.55,GÜÇLÜ
BEYAZ EŞYA,55.8,56175.61,0.88,0.75,0.40,0.15,0.85,0.66,GÜÇLÜ
MOBİLYA,35.4,11269.5,0.42,0.54,0.14,0.20,0.80,0.47,GÜÇLÜ
DİĞER,29.7,69402.27,0.08,0.62,0.41,0.07,0.93,0.47,GÜÇLÜ
MOBİLYA,45.9,23815.08,0.68,0.61,0.37,0.27,0.73,0.64,GÜÇLÜ
BEYAZ EŞYA,93.3,8432.24,0.44,0.67,0.36,0.22,0.78,0.63,GÜÇLÜ
MOBİLYA,7.6,5787.67,0.41,0.71,0.40,0.27,0.73,0.63,GÜÇLÜ
OTOMOTİVE,50.4,3964.27,0.08,0.70,0.31,0.06,0.94,0.70,GÜÇLÜ
OTOMOTİVE,49.2,5782.83,0.03,0.52,0.29,0.04,0.96,0.40,GÜÇLÜ
MOBİLYA,81.9,16379.04,0.47,0.79,0.29,0.06,0.94,0.33,GÜÇLÜ
GIDA,90.4,39330.74,0.02,0.58,0.21,0.22,0.78,0.44,GÜÇLÜ
GIDA,0.5,2026.74,0.95,0.63,0.46,0.38,0.62,0.74,GÜÇLÜ
DİĞER,91.5,48771.66,0.33,0.72,0.19,0.20,0.80,0.57,GÜÇLÜ
OTOMOTİVE,20.5,1898.93,0.18,0.70,0.24,0.32,0.68,0.65,GÜÇLÜ
GİYİM,70.3,64273.46,0.07,0.52,0.34,0.14,0.86,0.63,GÜÇLÜ
MOBİLYA,76.5,27262.86,0.35,0.69,0.39,0.08,0.92,0.61,GÜÇLÜ
OTOMOTİVE,88.1,51491.27,0.38,0.71,0.30,0.27,0.73,0.51,GÜÇLÜ
MOBİLYA,48.2,54752.4,0.27,0.67,0.24,0.29,0.71,0.62,GÜÇLÜ
DİĞER,95.9,49784.42,0.34,0.61,0.31,0.29,0.71,0.65,GÜÇLÜ
BEYAZ EŞYA,75.4,19459,0.87,0.53,0.33,0.01,0.99,0.56,GÜÇLÜ
GİYİM,85.2,10769.2,0.29,0.64,0.24,0.14,0.86,0.49,GÜÇLÜ
OTOMOTİVE,30,18098.52,0.32,0.76,0.27,0.19,0.81,0.50,GÜÇLÜ
MOBİLYA,78.7,62622.13,0.88,0.65,0.44,0.02,0.98,0.75,GÜÇLÜ
OTOMOTİVE,23.7,8662.7,0.91,0.65,0.35,0.14,0.86,0.52,GÜÇLÜ
MOBİLYA,22.1,3210.19,0.31,0.55,0.28,0.28,0.72,0.39,GÜÇLÜ
GİYİM,72.3,40808.91,0.16,0.51,0.40,0.27,0.73,0.54,GÜÇLÜ
MOBİLYA,3.4,50327.65,0.83,0.58,0.41,0.22,0.78,0.57,GÜÇLÜ
GİYİM,21.7,51014.1,0.27,0.62,0.35,0.26,0.74,0.61,GÜÇLÜ
DİĞER,69.5,4535.87,0.73,0.75,0.51,0.18,0.82,0.66,GÜÇLÜ
MOBİLYA,79.9,32234.42,0.81,0.64,0.44,0.03,0.97,0.49,GÜÇLÜ
DİĞER,56.8,29564.1,0.10,0.73,0.31,0.18,0.82,0.58,GÜÇLÜ
GİYİM,67.5,29827.15,0.55,0.54,0.23,0.28,0.72,0.54,GÜÇLÜ
BEYAZ EŞYA,19,66542.57,0.98,0.68,0.39,0.09,0.91,0.54,GÜÇLÜ
DİĞER,33.9,48820.37,0.16,0.60,0.19,0.15,0.85,0.49,GÜÇLÜ
MOBİLYA,76.4,60452.75,0.50,0.79,0.29,0.29,0.71,0.57,GÜÇLÜ
DİĞER,92.9,56345.93,0.42,0.64,0.47,0.23,0.77,0.61,GÜÇLÜ
OTOMOTİVE,20.3,42574.33,0.14,0.61,0.39,0.33,0.67,0.45,GÜÇLÜ
OTOMOTİVE,1.2,19807.36,0.18,0.54,0.39,0.03,0.97,0.77,GÜÇLÜ
OTOMOTİVE,38.6,9577.89,0.84,0.64,0.21,0.25,0.75,0.51,GÜÇLÜ
MOBİLYA,34.4,11327.49,0.45,0.52,0.32,0.07,0.93,0.34,GÜÇLÜ
BEYAZ EŞYA,83.1,46484.52,0.78,0.58,0.31,0.20,0.80,0.47,GÜÇLÜ
GİYİM,70.7,57356.12,0.68,0.58,0.36,0.25,0.75,0.66,GÜÇLÜ
MOBİLYA,38.9,33761.7,0.35,0.70,0.12,0.07,0.93,0.66,GÜÇLÜ
DİĞER,68.2,70536.92,0.50,0.59,0.43,0.13,0.87,0.54,GÜÇLÜ
GIDA,42.3,72800.69,0.62,0.62,0.30,0.40,0.60,0.49,GÜÇLÜ
GIDA,9.4,50297.8,0.12,0.64,0.23,0.15,0.85,0.70,GÜÇLÜ
MOBİLYA,71.6,20881.24,0.92,0.69,0.35,0.15,0.85,0.62,GÜÇLÜ
GIDA,24.6,14147.49,0.90,0.44,0.31,0.27,0.73,0.56,GÜÇLÜ
GIDA,10.8,3123.73,0.34,0.57,0.38,0.25,0.75,0.44,GÜÇLÜ
BEYAZ EŞYA,91.2,17550.3,0.29,0.69,0.47,0.26,0.74,0.62,GÜÇLÜ
DİĞER,8.9,62210.43,0.03,0.48,0.45,0.21,0.79,0.56,GÜÇLÜ
OTOMOTİVE,23.8,34030.13,0.41,0.68,0.34,0.16,0.84,0.56,GÜÇLÜ
MOBİLYA,7.8,52338.72,0.78,0.49,0.17,0.18,0.82,0.83,GÜÇLÜ
BEYAZ EŞYA,60.2,54259.27,0.64,0.64,0.28,0.22,0.78,0.51,GÜÇLÜ
OTOMOTİVE,27.4,59259.53,0.46,0.57,0.37,0.11,0.89,0.59,GÜÇLÜ
DİĞER,60.6,42931.07,0.33,0.48,0.29,0.03,0.97,0.61,GÜÇLÜ
MOBİLYA,4.1,23229.13,0.87,0.76,0.23,0.06,0.94,0.66,GÜÇLÜ
BEYAZ EŞYA,17.2,55172.5,0.86,0.62,0.27,0.04,0.96,0.63,GÜÇLÜ
GIDA,65.4,2960.33,0.59,0.39,0.42,0.18,0.82,0.53,GÜÇLÜ
OTOMOTİVE,66,7105.49,0.20,0.90,0.44,0.12,0.88,0.44,GÜÇLÜ
MOBİLYA,57.8,38738.54,0.56,0.68,0.28,0.39,0.61,0.43,GÜÇLÜ
GİYİM,23.9,39142.92,0.18,0.55,0.24,0.00,1.00,0.39,GÜÇLÜ
OTOMOTİVE,70.3,45435.11,0.92,0.67,0.22,0.20,0.80,0.62,GÜÇLÜ
BEYAZ EŞYA,65.8,30088.21,0.38,0.71,0.43,0.12,0.88,0.61,GÜÇLÜ
GIDA,14,24591.16,0.30,0.59,0.29,0.19,0.81,0.50,GÜÇLÜ
GİYİM,68.1,29403.74,0.38,0.61,0.27,0.16,0.84,0.55,GÜÇLÜ
DİĞER,94.1,39698.68,0.66,0.50,0.17,0.24,0.76,0.60,GÜÇLÜ
DİĞER,37.6,25973.58,0.10,0.52,0.36,0.13,0.87,0.63,GÜÇLÜ
DİĞER,14.2,3807.59,0.40,0.60,0.38,0.19,0.81,0.65,GÜÇLÜ
OTOMOTİVE,20.4,18916.02,0.39,0.72,0.38,0.16,0.84,0.57,GÜÇLÜ
MOBİLYA,4.2,53870.49,0.89,0.66,0.29,0.29,0.71,0.63,GÜÇLÜ
BEYAZ EŞYA,63.4,2847.35,0.09,0.59,0.25,0.25,0.75,0.53,GÜÇLÜ
BEYAZ EŞYA,17.2,30852.8,0.33,0.59,0.46,0.02,0.98,0.71,GÜÇLÜ
OTOMOTİVE,38.1,35038.96,0.42,0.57,0.28,0.03,0.97,0.55,GÜÇLÜ
BEYAZ EŞYA,29.9,33441.78,0.74,0.70,0.27,0.16,0.84,0.71,GÜÇLÜ
DİĞER,58.6,16804.8,0.92,0.52,0.44,0.00,1.00,0.50,GÜÇLÜ
MOBİLYA,15.2,40234.92,0.10,0.48,0.36,0.26,0.74,0.35,GÜÇLÜ
GİYİM,79.7,23972.35,0.96,0.53,0.43,0.26,0.74,0.70,GÜÇLÜ
GIDA,8.4,21787.88,0.78,0.75,0.25,0.08,0.92,0.54,GÜÇLÜ
BEYAZ EŞYA,76.9,57521.38,0.58,0.56,0.38,0.17,0.83,0.51,GÜÇLÜ
GİYİM,20.4,33907.72,0.96,0.60,0.24,0.40,0.60,0.52,GÜÇLÜ
GIDA,68,13464.72,0.94,0.63,0.38,0.07,0.93,0.64,GÜÇLÜ
OTOMOTİVE,31.7,14414.24,0.63,0.68,0.35,0.26,0.74,0.47,GÜÇLÜ
MOBİLYA,2.8,36203.17,0.79,0.51,0.29,0.12,0.88,0.63,GÜÇLÜ
GİYİM,95.4,12027.8,0.13,0.60,0.39,0.16,0.84,0.47,GÜÇLÜ
MOBİLYA,23.5,18768.09,0.30,0.64,0.23,0.22,0.78,0.36,GÜÇLÜ
GİYİM,21.5,55277.84,0.25,0.53,0.21,0.26,0.74,0.52,GÜÇLÜ
MOBİLYA,22.8,23544.65,0.19,0.60,0.41,0.20,0.80,0.61,GÜÇLÜ
OTOMOTİVE,32.7,6494.1,0.53,0.71,0.40,0.10,0.90,0.57,GÜÇLÜ
BEYAZ EŞYA,31.8,28843.66,0.35,0.60,0.39,0.21,0.79,0.55,GÜÇLÜ
MOBİLYA,79,17024.53,0.27,0.60,0.47,0.19,0.81,0.61,GÜÇLÜ
MOBİLYA,71.8,11894.08,0.88,0.81,0.33,0.16,0.84,0.63,GÜÇLÜ
GİYİM,67.4,60841.95,0.27,0.73,0.34,0.29,0.71,0.56,GÜÇLÜ
GİYİM,15.8,68862.79,0.71,0.66,0.37,0.14,0.86,0.48,GÜÇLÜ
GIDA,86.2,33958.08,0.69,0.63,0.35,0.21,0.79,0.43,GÜÇLÜ
OTOMOTİVE,37.6,67336.06,0.60,0.54,0.31,0.12,0.88,0.45,GÜÇLÜ
MOBİLYA,64.6,11867.42,0.40,0.74,0.37,0.11,0.89,0.48,GÜÇLÜ
GİYİM,31.3,58812.28,0.28,0.51,0.42,0.12,0.88,0.64,GÜÇLÜ
GİYİM,31.6,58220.64,0.64,0.75,0.18,0.24,0.76,0.49,GÜÇLÜ
DİĞER,25,64939.37,0.73,0.58,0.27,0.11,0.89,0.48,GÜÇLÜ
OTOMOTİVE,2.3,14873.06,0.93,0.65,0.56,0.16,0.84,0.72,GÜÇLÜ
OTOMOTİVE,61.1,59405.13,0.32,0.75,0.44,0.15,0.85,0.60,GÜÇLÜ
OTOMOTİVE,7.9,1597,0.25,0.70,0.27,0.22,0.78,0.38,GÜÇLÜ
DİĞER,71.3,2139.46,0.78,0.64,0.37,0.37,0.63,0.62,GÜÇLÜ
GİYİM,44.4,63362.34,0.70,0.69,0.22,0.21,0.79,0.81,GÜÇLÜ
DİĞER,81.1,6234,0.06,0.69,0.28,0.11,0.89,0.56,GÜÇLÜ
OTOMOTİVE,17.6,33949.37,0.71,0.50,0.42,0.12,0.88,0.81,GÜÇLÜ
GIDA,59,51850.28,0.25,0.62,0.22,0.25,0.75,0.55,GÜÇLÜ
BEYAZ EŞYA,43,32898.22,0.57,0.70,0.26,0.07,0.93,0.43,GÜÇLÜ
BEYAZ EŞYA,20.6,54156.87,0.50,0.62,0.30,0.23,0.77,0.70,GÜÇLÜ
OTOMOTİVE,13.5,39339.84,0.82,0.66,0.17,0.28,0.72,0.64,GÜÇLÜ
BEYAZ EŞYA,49.6,26850.38,0.42,0.64,0.44,0.21,0.79,0.54,GÜÇLÜ
MOBİLYA,22.3,21539.47,0.54,0.75,0.46,0.22,0.78,0.42,GÜÇLÜ
DİĞER,71.6,69307.62,0.69,0.66,0.29,0.15,0.85,0.64,GÜÇLÜ
GIDA,48.5,69210.05,0.55,0.46,0.43,0.04,0.96,0.52,GÜÇLÜ
GİYİM,25.3,45821.86,0.42,0.58,0.32,0.20,0.80,0.37,GÜÇLÜ
OTOMOTİVE,38.1,3751.14,0.75,0.80,0.31,0.11,0.89,0.49,GÜÇLÜ
DİĞER,69.7,3021.66,0.44,0.52,0.27,0.12,0.88,0.77,GÜÇLÜ
GİYİM,56.3,69427.76,0.64,0.63,0.28,0.20,0.80,0.73,GÜÇLÜ
MOBİLYA,39.1,12774.95,0.27,0.82,0.40,0.21,0.79,0.61,GÜÇLÜ
MOBİLYA,53.3,7089.26,0.54,0.69,0.32,0.15,0.85,0.51,GÜÇLÜ
BEYAZ EŞYA,40,51987.32,0.75,0.76,0.50,0.06,0.94,0.52,GÜÇLÜ
OTOMOTİVE,43.5,24932.84,0.11,0.86,0.31,0.15,0.85,0.82,GÜÇLÜ
OTOMOTİVE,88.9,59772.63,0.92,0.53,0.35,0.15,0.85,0.69,GÜÇLÜ
GIDA,83.6,37561.97,0.09,0.79,0.32,0.23,0.77,0.45,GÜÇLÜ
MOBİLYA,38.6,56293.47,0.33,0.71,0.51,0.19,0.81,0.65,GÜÇLÜ
GİYİM,24.2,66929.7,0.94,0.74,0.26,0.11,0.89,0.47,GÜÇLÜ
GIDA,98.6,63317.87,0.48,0.65,0.37,0.20,0.80,0.57,GÜÇLÜ
GİYİM,27.5,47205.85,0.00,0.80,0.30,0.06,0.94,0.27,GÜÇLÜ
OTOMOTİVE,54.1,50915.96,0.60,0.63,0.30,0.20,0.80,0.54,GÜÇLÜ
BEYAZ EŞYA,76.5,72178.92,0.78,0.73,0.49,0.27,0.73,0.52,GÜÇLÜ
DİĞER,58.1,41075.24,0.12,0.73,0.40,0.12,0.88,0.64,GÜÇLÜ
GIDA,63.6,13537.59,0.12,0.50,0.28,0.08,0.92,0.54,GÜÇLÜ
BEYAZ EŞYA,29.5,72209.14,0.82,0.68,0.39,0.25,0.75,0.37,GÜÇLÜ
MOBİLYA,88.3,5148.71,0.19,0.70,0.16,0.14,0.86,0.49,GÜÇLÜ
GIDA,15.5,877.38,0.06,0.63,0.48,0.14,0.86,0.71,GÜÇLÜ
OTOMOTİVE,74.1,69017.63,0.56,0.60,0.26,0.14,0.86,0.65,GÜÇLÜ
OTOMOTİVE,7.7,68544.88,0.05,0.60,0.24,0.19,0.81,0.44,GÜÇLÜ
OTOMOTİVE,86.1,26680.32,0.66,0.68,0.26,0.10,0.90,0.79,GÜÇLÜ
BEYAZ EŞYA,94.2,35919.07,0.99,0.58,0.36,0.11,0.89,0.63,GÜÇLÜ
GIDA,36.3,15859.72,0.97,0.58,0.38,0.08,0.92,0.79,GÜÇLÜ
BEYAZ EŞYA,55.6,64981.24,0.01,0.62,0.30,0.12,0.88,0.62,GÜÇLÜ
GİYİM,71.4,8783.94,0.48,0.72,0.37,0.01,0.99,0.44,GÜÇLÜ
BEYAZ EŞYA,16.1,60499.88,0.70,0.60,0.36,0.11,0.89,0.47,GÜÇLÜ
DİĞER,70.4,26697.33,0.37,0.63,0.28,0.25,0.75,0.55,GÜÇLÜ
OTOMOTİVE,0.6,38349.94,0.83,0.75,0.47,0.25,0.75,0.71,GÜÇLÜ
GIDA,60.8,22082.98,0.59,0.70,0.29,0.09,0.91,0.56,GÜÇLÜ
MOBİLYA,26.7,62530.15,0.41,0.62,0.18,0.32,0.68,0.61,GÜÇLÜ
OTOMOTİVE,7.3,11557.51,0.19,0.80,0.37,0.22,0.78,0.54,GÜÇLÜ
BEYAZ EŞYA,69.7,67474.93,0.10,0.59,0.35,0.28,0.72,0.65,GÜÇLÜ
DİĞER,63.6,21199.55,0.02,0.70,0.23,0.06,0.94,0.70,GÜÇLÜ
MOBİLYA,98.2,90.38,0.64,0.51,0.41,0.16,0.84,0.48,GÜÇLÜ
GİYİM,82.6,51836.33,0.68,0.65,0.42,0.13,0.87,0.49,GÜÇLÜ
MOBİLYA,97.2,41827.58,0.69,0.65,0.30,0.12,0.88,0.75,GÜÇLÜ
OTOMOTİVE,77.5,43653.9,0.11,0.68,0.48,0.23,0.77,0.47,GÜÇLÜ
BEYAZ EŞYA,77,27719.62,0.83,0.67,0.35,0.16,0.84,0.54,GÜÇLÜ
GİYİM,12.2,38405.64,0.49,0.58,0.42,0.20,0.80,0.46,GÜÇLÜ
BEYAZ EŞYA,31,29859.82,1.00,0.65,0.23,0.43,0.57,0.48,GÜÇLÜ
OTOMOTİVE,31.7,20383.82,0.11,0.56,0.36,0.17,0.83,0.68,GÜÇLÜ
GIDA,84.9,5812.96,0.73,0.74,0.35,0.05,0.95,0.56,GÜÇLÜ
GIDA,38.4,34682.83,0.12,0.55,0.26,0.15,0.85,0.63,GÜÇLÜ
BEYAZ EŞYA,17.8,69373.92,0.05,0.77,0.42,0.12,0.88,0.39,GÜÇLÜ
BEYAZ EŞYA,17.8,1076.41,0.04,0.57,0.45,0.16,0.84,0.52,GÜÇLÜ
DİĞER,48,56633.81,0.97,0.60,0.32,0.11,0.89,0.53,GÜÇLÜ
OTOMOTİVE,73.8,3877.93,0.06,0.67,0.38,0.16,0.84,0.60,GÜÇLÜ
GİYİM,57.4,6414.06,0.84,0.67,0.33,0.07,0.93,0.69,GÜÇLÜ
MOBİLYA,66.6,29630.63,0.37,0.55,0.33,0.15,0.85,0.59,GÜÇLÜ
GIDA,93.3,48902.26,0.55,0.73,0.36,0.12,0.88,0.47,GÜÇLÜ
MOBİLYA,73.2,32148.89,0.71,0.57,0.47,0.23,0.77,0.44,GÜÇLÜ
MOBİLYA,18.3,17366.09,0.29,0.69,0.32,0.38,0.62,0.55,GÜÇLÜ
GİYİM,99.9,35377.56,0.80,0.90,0.25,0.45,0.55,0.49,GÜÇLÜ
DİĞER,10.1,36857.72,0.11,0.76,0.36,0.12,0.88,0.67,GÜÇLÜ
DİĞER,40.9,68309.55,0.43,0.61,0.13,0.18,0.82,0.54,GÜÇLÜ
BEYAZ EŞYA,3.1,56364.47,0.01,0.71,0.29,0.11,0.89,0.70,GÜÇLÜ
GIDA,94.1,43887.33,0.64,0.78,0.19,0.08,0.92,0.56,GÜÇLÜ
GIDA,74.3,63228.77,0.62,0.71,0.20,0.29,0.71,0.70,GÜÇLÜ
DİĞER,44.3,47206.97,0.72,0.65,0.36,0.19,0.81,0.64,GÜÇLÜ
MOBİLYA,39,44250.76,0.82,0.74,0.37,0.28,0.72,0.52,GÜÇLÜ
GİYİM,70,69958.91,0.82,0.53,0.18,0.17,0.83,0.61,GÜÇLÜ
DİĞER,85.2,33089.37,0.75,0.63,0.43,0.10,0.90,0.47,GÜÇLÜ
GIDA,64.8,23602.43,0.10,0.58,0.41,0.23,0.77,0.72,GÜÇLÜ
BEYAZ EŞYA,4.6,7025.66,0.15,0.69,0.29,0.17,0.83,0.44,GÜÇLÜ
GIDA,33.9,42362.6,0.04,0.72,0.27,0.10,0.90,0.57,GÜÇLÜ
GIDA,18.9,21069.46,0.54,0.58,0.20,0.06,0.94,0.56,GÜÇLÜ
DİĞER,51.5,49598.18,0.06,0.70,0.20,0.15,0.85,0.53,GÜÇLÜ
GIDA,92.2,54533.28,0.13,0.70,0.21,0.01,0.99,0.68,GÜÇLÜ
OTOMOTİVE,89.1,58662.94,0.34,0.58,0.11,0.17,0.83,0.40,GÜÇLÜ
GIDA,16.4,65864.55,0.63,0.66,0.49,0.33,0.67,0.46,GÜÇLÜ
MOBİLYA,97.1,39916.57,0.84,0.77,0.27,0.23,0.77,0.45,GÜÇLÜ
GİYİM,41,65231.95,0.19,0.52,0.43,0.27,0.73,0.55,GÜÇLÜ
BEYAZ EŞYA,71.8,24564.18,0.91,0.82,0.40,0.27,0.73,0.59,GÜÇLÜ
BEYAZ EŞYA,38.5,57111.46,0.84,0.55,0.27,0.22,0.78,0.48,GÜÇLÜ
GİYİM,15.3,65574.76,0.74,0.60,0.26,0.10,0.90,0.41,GÜÇLÜ
MOBİLYA,30.7,42717.57,1.00,0.68,0.31,0.12,0.88,0.69,GÜÇLÜ
DİĞER,30.2,67366.88,0.10,0.78,0.46,0.13,0.87,0.72,GÜÇLÜ
GIDA,60.4,68811.27,0.30,0.66,0.28,0.18,0.82,0.63,GÜÇLÜ
DİĞER,35.8,33064.34,1.00,0.58,0.47,0.11,0.89,0.55,GÜÇLÜ
GIDA,7.5,54563.91,0.19,0.62,0.34,0.08,0.92,0.60,GÜÇLÜ
OTOMOTİVE,94.7,62648.68,0.22,0.64,0.39,0.04,0.96,0.43,GÜÇLÜ
OTOMOTİVE,90.7,46012.04,0.43,0.55,0.39,0.22,0.78,0.65,GÜÇLÜ
MOBİLYA,85.2,55999.38,0.05,0.73,0.15,0.14,0.86,0.69,GÜÇLÜ
MOBİLYA,15.1,42288.87,0.82,0.66,0.17,0.11,0.89,0.39,GÜÇLÜ
BEYAZ EŞYA,80.5,58567.99,0.91,0.71,0.20,0.12,0.88,0.39,GÜÇLÜ
BEYAZ EŞYA,23.5,17891.16,0.72,0.74,0.41,0.20,0.80,0.56,GÜÇLÜ
BEYAZ EŞYA,71.4,13188.5,0.28,0.64,0.38,0.21,0.79,0.46,GÜÇLÜ
